nitrogen,phosphorus,potassium,ph,moisture,soil_temperature,ec,rainfall,air_temperature,air_humidity,season,season_code,soil_type,soil_type_code,crop
107.06,47.4,68.57,5.65,86.9,23.4,318,1653.2,23.4,85.5,kharif,0,laterite,3,rice
155.89,86.86,115.68,6.56,61.7,26.7,794,912.6,32.4,65.0,rabi,1,alluvial,2,sugarcane
45.38,41.79,38.72,6.15,50.0,33.5,129,500.9,35.5,50.4,kharif,0,red,1,sesame
158.71,75.02,98.48,7.2,48.7,32.5,555,845.8,28.6,58.3,kharif,0,black_cotton,0,cotton
23.07,81.92,43.63,6.12,41.7,30.1,200,704.3,31.5,67.0,kharif,0,alluvial,2,tur_arhar
85.42,57.72,60.29,6.83,48.2,28.6,481,392.0,28.2,57.1,kharif,0,red,1,jowar_kharif
61.33,41.82,54.44,7.04,43.5,24.0,510,607.5,31.9,47.5,kharif,0,black_cotton,0,jowar_kharif
56.2,55.53,53.21,6.71,39.1,20.7,213,397.8,12.8,54.6,rabi,1,black_cotton,0,linseed
33.31,82.18,47.85,6.31,59.0,24.7,359,748.5,26.8,73.4,kharif,0,black_cotton,0,soybean
151.7,61.7,93.52,7.98,36.3,29.9,780,704.9,38.8,69.4,kharif,0,black_cotton,0,cotton
98.01,66.05,100.56,6.9,54.0,19.4,450,412.3,21.2,49.8,kharif,0,red,1,tomato
38.85,60.49,51.59,7.29,51.0,20.0,293,331.5,18.7,32.7,rabi,1,red,1,chickpea
83.54,74.87,113.46,6.68,43.7,20.8,494,452.0,24.2,68.0,rabi,1,red,1,tomato
157.3,99.67,148.55,6.87,68.1,31.0,602,1135.2,30.6,80.1,rabi,1,alluvial,2,sugarcane
150.09,87.59,294.86,6.56,69.0,26.1,539,737.0,26.4,73.1,zaid,2,black_cotton,0,banana
90.47,69.99,85.61,6.4,57.8,32.2,405,269.4,30.0,41.1,zaid,2,alluvial,2,watermelon
114.56,55.92,118.73,6.91,47.9,24.9,312,219.0,18.7,59.9,rabi,1,red,1,onion
22.68,69.81,47.65,7.65,37.2,16.3,454,271.4,14.7,56.4,rabi,1,red,1,chickpea
76.0,52.14,56.07,7.72,48.9,23.0,323,305.2,18.1,50.7,rabi,1,black_cotton,0,safflower
31.7,43.9,45.7,6.33,54.4,35.1,140,656.2,31.9,70.0,kharif,0,black_cotton,0,urad
29.28,98.2,47.71,6.12,53.9,29.8,234,740.8,25.6,73.0,kharif,0,red,1,soybean
129.84,65.21,73.92,7.47,43.1,24.9,866,799.5,30.8,72.0,kharif,0,black_cotton,0,cotton
129.56,83.15,86.68,6.06,61.4,18.9,314,486.1,24.6,53.7,rabi,1,alluvial,2,rabi_maize
85.21,81.2,85.23,6.6,40.2,18.9,462,451.3,18.8,55.1,rabi,1,alluvial,2,sunflower_rabi
78.21,60.91,71.97,7.46,38.6,17.2,316,462.3,18.7,50.4,rabi,1,alluvial,2,sunflower_rabi
29.77,49.52,70.26,6.25,32.4,19.1,379,398.2,12.5,54.7,rabi,1,alluvial,2,chickpea
40.23,57.96,60.84,7.22,36.4,17.0,479,317.0,22.4,44.1,rabi,1,black_cotton,0,chickpea
61.48,54.53,88.96,6.11,36.9,35.3,469,322.1,25.2,60.8,zaid,2,sandy,4,watermelon
83.49,88.35,88.78,6.77,33.4,28.6,424,644.8,29.0,50.6,kharif,0,black_cotton,0,sunflower_kharif
71.0,68.8,58.5,7.06,45.3,15.4,711,457.4,16.8,35.1,rabi,1,black_cotton,0,safflower
88.68,43.03,58.95,7.57,52.4,21.0,282,277.7,27.1,35.4,rabi,1,red,1,jowar_rabi
23.83,67.67,71.17,6.7,44.0,30.7,215,632.4,25.3,66.8,kharif,0,sandy,4,groundnut
92.0,51.16,76.95,7.22,61.5,26.5,339,408.5,25.6,66.6,rabi,1,red,1,chilli
66.31,54.08,45.59,6.41,38.3,15.3,246,374.2,16.5,48.2,rabi,1,red,1,linseed
109.66,67.93,69.6,6.77,37.6,26.4,562,637.1,30.4,67.7,kharif,0,black_cotton,0,cotton
62.08,59.93,72.08,7.86,26.0,20.0,386,431.6,21.3,49.6,rabi,1,black_cotton,0,safflower
96.73,71.15,79.98,5.84,88.5,29.4,151,1720.8,26.6,88.0,kharif,0,laterite,3,rice
81.55,64.86,38.48,6.06,51.4,20.5,411,246.2,15.0,59.5,rabi,1,alluvial,2,wheat
99.69,77.77,84.69,7.31,48.5,20.7,202,758.1,26.0,67.5,kharif,0,black_cotton,0,sunflower_kharif
91.55,52.98,46.91,7.06,45.0,21.0,458,427.8,14.3,52.7,rabi,1,black_cotton,0,wheat
135.62,62.67,75.86,6.51,40.3,31.3,928,836.0,33.8,68.7,kharif,0,black_cotton,0,cotton
132.44,49.85,84.06,6.56,92.8,24.4,258,942.0,26.0,82.0,kharif,0,laterite,3,rice
94.3,42.65,42.47,6.99,36.8,19.2,460,381.9,15.3,39.6,rabi,1,black_cotton,0,mustard
108.82,76.17,96.69,6.95,64.6,16.6,516,360.7,24.5,70.0,rabi,1,black_cotton,0,onion
81.88,91.03,120.8,6.74,43.9,22.5,272,574.0,25.7,53.1,zaid,2,red,1,tomato
89.94,84.07,67.07,7.07,48.4,26.4,414,542.4,25.1,61.5,kharif,0,red,1,sunflower_kharif
56.89,35.76,31.02,7.23,35.4,25.5,239,369.2,32.3,64.0,kharif,0,red,1,sesame
84.67,45.53,51.99,6.7,25.8,28.2,287,302.3,29.1,43.4,kharif,0,red,1,bajra
154.28,86.03,74.95,6.72,48.8,29.1,297,569.7,26.3,69.1,kharif,0,alluvial,2,maize_kharif
84.77,60.88,85.01,7.08,47.4,30.0,445,756.5,21.0,65.2,kharif,0,alluvial,2,sunflower_kharif
36.31,66.95,75.0,7.5,61.9,26.3,212,503.2,32.9,62.4,kharif,0,alluvial,2,groundnut
22.81,78.12,43.66,6.59,42.2,30.8,242,522.4,26.6,54.4,kharif,0,black_cotton,0,tur_arhar
55.22,73.18,59.43,6.38,43.5,29.1,355,910.3,31.9,72.9,kharif,0,black_cotton,0,soybean
36.33,59.2,59.33,6.43,45.1,26.4,95,568.1,31.5,70.4,kharif,0,sandy,4,moong_kharif
24.28,40.85,41.72,6.65,54.6,28.9,246,649.9,31.8,63.8,kharif,0,sandy,4,moong_kharif
99.81,66.62,114.13,6.87,35.9,27.4,650,599.6,32.9,57.9,rabi,1,alluvial,2,chilli
124.45,68.46,70.4,7.37,44.7,14.2,383,447.3,22.1,66.1,rabi,1,alluvial,2,wheat
18.77,66.29,51.01,6.48,25.3,23.8,236,355.3,22.1,34.4,rabi,1,alluvial,2,chickpea
217.86,96.47,130.84,7.3,63.2,25.8,581,900.9,23.1,67.5,kharif,0,alluvial,2,sugarcane
100.55,42.06,42.02,7.7,44.5,29.1,437,387.2,21.7,37.0,rabi,1,red,1,jowar_rabi
133.53,75.38,69.6,6.63,51.5,27.5,233,465.9,26.8,58.4,kharif,0,black_cotton,0,maize_kharif
23.93,52.36,45.21,7.0,31.0,28.4,206,496.5,38.0,63.4,kharif,0,red,1,urad
36.96,30.49,42.15,7.22,33.7,30.6,266,331.0,33.0,58.8,kharif,0,sandy,4,sesame
39.97,55.88,57.15,6.65,57.8,27.2,214,538.0,31.8,66.5,kharif,0,alluvial,2,groundnut
60.86,35.52,107.91,7.03,33.1,26.1,465,443.3,20.6,59.0,zaid,2,red,1,grapes
114.48,55.26,98.06,6.72,57.2,30.3,456,681.3,34.3,59.2,kharif,0,black_cotton,0,cotton
61.35,50.75,90.6,6.41,57.5,16.6,777,218.1,20.3,39.2,rabi,1,red,1,grapes
92.1,44.24,60.91,6.73,48.3,17.5,179,429.9,16.8,54.6,rabi,1,red,1,jowar_rabi
75.28,42.66,110.08,7.44,46.7,18.7,1128,394.3,31.5,37.8,zaid,2,black_cotton,0,grapes
54.24,46.21,44.49,5.98,29.7,18.2,277,374.9,17.5,59.0,rabi,1,black_cotton,0,linseed
104.73,65.77,88.49,7.31,38.7,34.3,377,349.2,34.8,63.6,zaid,2,sandy,4,watermelon
86.51,76.78,70.86,6.61,42.6,31.9,386,303.8,34.5,56.5,zaid,2,alluvial,2,watermelon
108.07,81.85,90.22,6.13,56.0,17.1,455,520.2,15.3,43.4,rabi,1,alluvial,2,rabi_maize
35.96,53.92,43.94,7.3,28.2,15.6,335,319.8,21.2,41.7,rabi,1,red,1,chickpea
23.5,72.39,81.54,7.42,47.3,27.0,310,688.1,29.6,53.8,kharif,0,sandy,4,groundnut
92.6,54.7,56.9,7.34,43.6,17.9,319,442.4,19.9,38.3,rabi,1,alluvial,2,mustard
21.64,55.79,56.9,7.49,48.3,34.7,447,527.6,28.5,59.4,kharif,0,alluvial,2,moong_kharif
22.27,69.13,56.95,6.18,36.3,16.4,461,258.3,11.7,56.8,rabi,1,black_cotton,0,chickpea
94.3,74.89,61.66,6.36,43.7,30.2,349,364.9,27.2,62.5,zaid,2,alluvial,2,watermelon
47.03,65.1,59.99,6.6,36.6,12.4,262,491.9,19.7,61.3,rabi,1,black_cotton,0,linseed
103.91,77.53,61.7,7.07,41.3,20.6,464,302.5,20.6,56.6,rabi,1,alluvial,2,wheat
91.0,48.55,103.41,6.04,55.0,26.7,402,303.3,20.8,65.8,zaid,2,black_cotton,0,onion
68.11,55.9,63.87,7.56,46.3,20.7,587,397.8,25.3,57.1,rabi,1,black_cotton,0,jowar_rabi
17.7,53.5,45.8,7.0,34.0,28.2,394,529.4,27.7,70.7,kharif,0,black_cotton,0,urad
30.72,56.61,31.49,7.47,50.2,30.6,114,409.7,36.3,68.6,kharif,0,red,1,moong_kharif
102.64,75.24,75.97,7.51,46.2,32.2,859,561.0,27.5,63.1,kharif,0,black_cotton,0,cotton
110.61,71.32,63.15,6.66,61.0,15.9,254,561.4,17.4,53.1,rabi,1,red,1,rabi_maize
38.4,70.44,67.89,7.67,26.8,15.1,420,305.5,17.5,60.9,rabi,1,alluvial,2,chickpea
29.34,80.77,77.48,6.85,57.2,28.7,277,582.3,32.1,68.5,kharif,0,red,1,groundnut
87.9,59.18,40.06,6.99,45.1,27.0,323,388.7,29.0,65.3,kharif,0,black_cotton,0,jowar_kharif
26.0,60.98,56.45,6.86,42.0,29.9,390,661.9,26.5,70.0,kharif,0,red,1,urad
140.11,60.6,69.35,7.71,44.2,29.2,487,630.8,35.4,64.8,kharif,0,black_cotton,0,cotton
37.91,56.4,45.48,6.64,35.1,30.7,103,535.8,29.0,61.0,kharif,0,sandy,4,sesame
28.1,56.2,43.6,6.4,38.5,28.3,336,641.0,36.3,53.9,kharif,0,alluvial,2,moong_kharif
101.07,67.81,65.23,6.91,45.7,30.1,224,385.9,34.6,57.9,zaid,2,alluvial,2,watermelon
113.61,57.07,105.59,7.06,55.6,26.8,570,690.9,31.1,49.3,rabi,1,black_cotton,0,chilli
137.14,57.56,108.26,7.59,42.9,27.5,847,553.5,37.6,71.1,kharif,0,black_cotton,0,cotton
112.35,64.51,105.11,6.45,47.1,21.4,303,569.5,22.3,50.1,kharif,0,red,1,chilli
33.56,51.84,32.27,7.32,35.1,32.5,348,529.8,38.7,60.2,kharif,0,alluvial,2,urad
127.95,70.92,88.77,5.93,54.9,22.0,602,608.4,28.8,72.6,kharif,0,red,1,maize_kharif
20.34,79.95,82.93,6.49,46.9,27.2,488,704.1,29.9,48.5,kharif,0,sandy,4,groundnut
209.66,51.53,293.58,6.37,81.5,28.7,746,1360.0,23.0,74.1,zaid,2,black_cotton,0,banana
152.13,80.09,122.5,6.09,60.4,23.1,847,1175.7,24.9,88.3,kharif,0,alluvial,2,sugarcane
74.37,50.85,79.56,7.15,34.6,21.9,1085,364.0,15.7,46.1,rabi,1,red,1,grapes
31.93,54.09,70.41,6.46,33.5,20.1,350,200.2,22.5,31.8,rabi,1,black_cotton,0,chickpea
33.16,68.79,41.65,6.19,34.2,24.5,247,653.9,36.2,73.7,kharif,0,sandy,4,moong_kharif
68.46,48.37,42.17,7.06,34.2,21.6,438,278.9,13.9,39.9,rabi,1,red,1,jowar_rabi
87.14,51.84,71.49,7.29,50.8,18.7,473,295.6,11.6,59.8,rabi,1,black_cotton,0,wheat
19.9,51.2,58.9,6.92,50.4,31.6,355,490.2,33.5,63.8,kharif,0,alluvial,2,moong_kharif
87.7,75.96,77.6,7.45,46.8,13.8,281,318.2,20.9,37.8,rabi,1,black_cotton,0,sunflower_rabi
84.38,50.02,71.08,6.24,36.4,15.8,278,322.1,14.1,68.7,rabi,1,black_cotton,0,wheat
96.68,54.01,41.06,6.67,49.4,16.5,390,232.0,18.1,37.4,rabi,1,alluvial,2,wheat
106.67,58.82,78.63,7.28,48.6,25.6,682,655.6,27.9,58.7,kharif,0,black_cotton,0,cotton
21.29,61.2,50.86,6.25,48.9,16.0,321,379.7,23.4,41.3,rabi,1,alluvial,2,chickpea
90.23,60.55,128.04,6.49,43.5,25.2,478,646.3,22.7,61.9,rabi,1,black_cotton,0,chilli
111.14,88.36,104.36,6.25,59.5,24.5,402,355.5,27.9,77.1,kharif,0,red,1,tomato
84.99,66.73,105.68,7.19,59.2,20.8,566,235.2,18.5,47.8,zaid,2,alluvial,2,onion
32.06,57.89,37.07,7.41,56.0,29.2,467,688.2,29.1,53.8,kharif,0,alluvial,2,tur_arhar
138.99,45.03,78.66,6.47,92.3,29.8,343,1186.0,26.4,81.1,kharif,0,laterite,3,rice
97.5,63.7,62.0,6.63,28.6,13.4,353,238.9,10.2,54.8,rabi,1,alluvial,2,mustard
18.15,64.49,46.84,6.75,30.7,23.7,259,319.1,17.5,58.0,rabi,1,red,1,chickpea
89.68,43.55,53.38,7.31,47.2,26.0,487,448.8,28.9,53.7,kharif,0,black_cotton,0,jowar_kharif
28.42,48.72,40.9,7.28,34.0,26.5,401,422.0,22.7,41.7,rabi,1,red,1,moong_rabi
24.05,71.31,27.0,6.17,45.0,19.2,277,261.5,17.7,43.4,rabi,1,red,1,moong_rabi
74.14,67.87,68.01,7.2,56.0,17.9,534,358.9,15.5,58.7,rabi,1,black_cotton,0,sunflower_rabi
220.85,62.08,203.69,6.42,73.9,23.6,502,1334.2,27.5,68.6,kharif,0,black_cotton,0,banana
106.7,75.19,90.7,7.37,49.9,28.1,410,349.7,21.6,42.9,zaid,2,black_cotton,0,onion
112.74,77.89,87.62,7.62,42.2,23.7,462,486.9,23.0,58.0,rabi,1,black_cotton,0,chilli
157.73,96.03,103.09,6.73,64.8,25.6,563,1367.3,30.0,67.8,rabi,1,black_cotton,0,sugarcane
136.33,53.87,74.15,6.65,59.6,19.3,317,318.3,19.1,41.6,rabi,1,alluvial,2,wheat
47.23,62.13,54.14,6.61,36.7,14.6,430,280.8,15.8,57.8,rabi,1,red,1,linseed
195.99,78.33,149.91,7.45,55.4,27.4,652,1269.0,21.9,67.0,kharif,0,alluvial,2,sugarcane
154.51,89.21,78.58,6.6,60.9,21.5,355,439.9,25.9,47.5,rabi,1,alluvial,2,rabi_maize
30.98,77.46,70.39,6.58,42.9,28.5,660,972.8,31.2,82.2,kharif,0,black_cotton,0,soybean
82.93,65.66,122.32,7.42,51.6,20.4,269,475.8,26.7,52.7,rabi,1,alluvial,2,onion
30.89,70.91,54.76,7.36,47.9,28.9,281,842.4,25.5,67.9,kharif,0,alluvial,2,tur_arhar
28.7,47.1,28.41,7.35,32.5,34.7,347,643.9,31.3,74.0,kharif,0,red,1,urad
101.81,70.86,103.88,6.03,75.5,27.6,303,806.0,26.6,74.2,kharif,0,red,1,turmeric
24.4,50.6,57.1,7.17,48.8,25.3,279,667.9,32.4,57.2,kharif,0,alluvial,2,moong_kharif
110.29,78.46,112.38,6.8,47.0,25.8,619,266.6,13.5,57.0,zaid,2,red,1,onion
87.41,68.48,44.59,6.17,43.7,14.1,230,238.9,17.0,65.8,rabi,1,black_cotton,0,wheat
150.03,75.88,83.67,6.54,51.6,27.2,536,731.5,30.2,59.1,kharif,0,black_cotton,0,cotton
27.64,80.94,89.24,6.24,55.0,32.7,420,536.9,24.6,64.2,kharif,0,red,1,groundnut
230.05,76.9,158.89,6.46,73.4,28.6,814,980.0,33.8,79.1,kharif,0,black_cotton,0,sugarcane
69.74,56.79,42.32,6.8,33.1,16.4,660,416.4,14.3,43.0,rabi,1,black_cotton,0,safflower
64.38,60.69,60.01,6.65,42.6,24.3,201,592.6,31.8,57.0,kharif,0,red,1,jowar_kharif
119.13,69.15,66.64,6.28,50.9,17.3,565,746.4,21.8,81.7,kharif,0,black_cotton,0,maize_kharif
83.64,62.41,41.43,7.45,47.0,24.1,545,532.7,30.8,53.2,kharif,0,black_cotton,0,jowar_kharif
20.92,84.01,62.78,6.33,49.4,25.6,482,535.7,28.2,61.8,kharif,0,red,1,groundnut
22.45,62.46,60.67,6.58,43.9,20.2,381,258.6,12.1,36.8,rabi,1,alluvial,2,chickpea
110.57,64.06,84.23,6.58,44.6,26.6,422,369.6,23.4,70.9,rabi,1,red,1,onion
86.86,50.06,55.76,6.56,56.0,27.4,423,424.5,31.4,48.0,kharif,0,red,1,jowar_kharif
47.4,50.4,71.1,7.49,32.2,17.0,399,294.0,25.0,52.2,rabi,1,black_cotton,0,safflower
97.3,51.65,44.02,7.46,22.6,29.2,309,435.3,30.6,29.1,kharif,0,sandy,4,bajra
142.49,72.25,143.24,6.58,79.4,25.1,484,903.9,24.2,65.4,kharif,0,red,1,turmeric
76.46,44.99,36.9,7.49,46.9,14.8,526,311.1,12.8,38.1,rabi,1,black_cotton,0,safflower
94.44,76.63,83.01,6.5,37.9,29.2,267,331.2,27.5,52.9,zaid,2,alluvial,2,watermelon
22.67,55.62,56.39,7.26,41.0,24.8,205,737.9,25.9,48.2,kharif,0,sandy,4,groundnut
97.96,59.79,59.22,6.47,54.2,18.2,625,440.1,15.7,55.4,rabi,1,alluvial,2,wheat
87.84,54.49,52.65,6.21,38.3,27.4,305,613.9,24.8,56.2,kharif,0,alluvial,2,jowar_kharif
99.09,39.7,45.22,6.77,40.5,27.2,504,364.5,37.0,35.8,kharif,0,laterite,3,bajra
61.94,56.19,44.3,6.97,43.9,30.0,284,293.3,40.5,47.3,kharif,0,laterite,3,bajra
158.77,88.11,75.07,7.21,52.2,28.2,241,622.7,26.5,65.5,kharif,0,alluvial,2,maize_kharif
149.16,83.99,62.6,7.39,60.4,23.6,170,636.5,20.7,77.3,kharif,0,black_cotton,0,maize_kharif
88.04,73.31,67.93,6.24,44.8,26.0,416,376.1,28.8,59.9,zaid,2,sandy,4,cucumber
22.73,64.29,45.39,6.7,55.9,32.6,406,768.2,24.4,50.6,kharif,0,sandy,4,groundnut
18.27,74.69,70.71,6.8,44.6,23.2,185,517.3,28.0,61.9,kharif,0,sandy,4,groundnut
34.77,90.46,68.94,7.1,54.7,25.9,332,833.3,28.2,69.9,kharif,0,red,1,soybean
102.65,61.4,107.21,7.54,55.4,20.4,219,288.9,24.0,55.0,rabi,1,black_cotton,0,onion
35.5,81.38,72.78,6.86,50.5,31.2,698,697.5,24.0,69.3,kharif,0,black_cotton,0,soybean
56.31,40.02,50.58,7.28,28.0,32.4,210,328.0,28.0,48.1,kharif,0,red,1,sesame
30.56,74.7,89.61,7.39,42.0,31.7,402,506.6,30.2,64.9,kharif,0,red,1,groundnut
86.93,86.71,67.02,6.45,38.9,18.5,535,480.2,19.2,46.2,rabi,1,black_cotton,0,sunflower_rabi
88.34,64.6,74.9,6.76,33.8,20.6,505,760.5,30.2,55.9,kharif,0,alluvial,2,sunflower_kharif
28.93,61.87,51.22,6.92,51.1,24.6,133,630.4,33.2,51.0,kharif,0,alluvial,2,moong_kharif
102.64,60.68,82.18,6.63,35.5,32.4,433,676.3,36.0,76.5,kharif,0,black_cotton,0,cotton
48.99,43.27,53.09,7.39,27.6,23.6,257,338.2,15.5,39.8,rabi,1,black_cotton,0,safflower
111.23,71.65,83.33,6.36,63.4,22.5,393,608.2,23.9,66.2,rabi,1,red,1,chilli
65.57,42.37,51.52,6.83,43.2,32.2,307,507.9,32.2,62.6,kharif,0,red,1,jowar_kharif
112.85,51.33,52.04,6.71,39.8,14.8,342,424.3,16.9,43.1,rabi,1,black_cotton,0,wheat
97.47,77.01,87.36,7.17,48.9,22.3,495,512.0,25.3,69.2,kharif,0,black_cotton,0,sunflower_kharif
104.92,54.46,94.55,6.87,40.4,17.4,396,265.0,20.8,59.5,rabi,1,black_cotton,0,onion
40.16,68.31,53.53,7.61,40.4,21.2,442,347.8,21.4,46.4,rabi,1,alluvial,2,chickpea
108.63,76.9,77.32,7.26,38.0,34.2,303,806.9,30.8,50.9,kharif,0,black_cotton,0,cotton
64.3,68.7,71.5,6.91,49.9,11.6,213,229.9,19.7,42.6,rabi,1,alluvial,2,mustard
16.2,47.4,36.4,6.62,36.6,26.3,194,469.2,36.1,60.7,kharif,0,alluvial,2,moong_kharif
30.5,40.7,45.6,6.11,47.5,33.7,358,521.0,31.9,68.9,kharif,0,alluvial,2,moong_kharif
46.07,44.62,36.7,7.02,32.4,32.7,261,375.4,34.9,65.2,kharif,0,sandy,4,sesame
21.78,68.19,53.0,6.6,51.2,28.5,237,483.0,32.1,66.0,kharif,0,sandy,4,moong_kharif
24.6,57.5,52.2,7.12,36.2,31.1,149,715.7,28.3,58.4,kharif,0,black_cotton,0,urad
22.98,64.46,49.32,6.85,53.4,34.9,165,426.3,33.2,63.6,kharif,0,alluvial,2,urad
87.42,46.05,94.66,6.14,81.5,27.7,416,1292.6,24.8,81.9,kharif,0,laterite,3,rice
86.16,66.32,57.31,7.2,48.5,16.8,423,371.1,15.6,46.1,rabi,1,black_cotton,0,wheat
122.15,73.62,72.99,6.81,53.2,22.4,515,844.4,25.6,69.0,kharif,0,alluvial,2,maize_kharif
41.46,42.53,59.81,7.26,38.1,19.3,722,441.4,21.2,41.2,rabi,1,black_cotton,0,safflower
177.64,87.61,333.32,6.56,74.6,25.0,517,1110.1,34.7,72.5,zaid,2,alluvial,2,banana
78.08,58.95,72.75,7.98,35.2,25.2,219,283.9,20.5,50.1,rabi,1,red,1,jowar_rabi
79.75,48.67,43.16,7.05,51.1,23.9,234,440.8,23.9,56.3,rabi,1,red,1,jowar_rabi
99.69,78.05,60.18,6.91,56.6,32.6,627,520.5,27.7,65.3,kharif,0,black_cotton,0,cotton
146.81,68.75,70.35,6.96,70.6,28.9,372,664.1,18.2,82.0,kharif,0,alluvial,2,maize_kharif
118.72,57.76,90.05,7.13,42.3,31.7,594,647.4,27.9,54.4,kharif,0,black_cotton,0,cotton
217.28,81.94,138.97,7.11,74.6,24.8,257,1444.1,35.4,69.0,kharif,0,black_cotton,0,sugarcane
84.78,72.25,70.14,7.38,40.3,36.8,348,212.6,34.3,43.3,zaid,2,alluvial,2,watermelon
54.93,96.59,80.06,6.77,61.3,27.4,379,754.2,24.3,81.9,kharif,0,red,1,soybean
40.59,55.57,37.52,6.79,30.2,31.5,238,418.7,30.7,54.8,kharif,0,red,1,sesame
185.08,76.93,241.17,6.7,80.2,22.2,488,1009.9,25.0,72.4,zaid,2,alluvial,2,banana
26.34,61.33,40.94,7.4,49.3,28.9,351,834.0,27.1,48.1,kharif,0,black_cotton,0,tur_arhar
181.13,88.61,353.92,6.81,73.9,29.4,620,1469.0,35.5,83.0,zaid,2,alluvial,2,banana
265.16,66.07,293.83,6.95,78.8,23.4,793,1168.6,33.1,84.4,kharif,0,alluvial,2,banana
182.7,95.11,111.99,7.56,68.5,28.3,637,1276.2,26.8,73.6,kharif,0,alluvial,2,sugarcane
21.49,100.33,68.19,7.47,51.1,28.0,607,765.8,30.1,66.6,kharif,0,black_cotton,0,soybean
33.74,72.59,70.06,6.39,62.0,24.4,439,807.8,30.0,71.3,kharif,0,red,1,soybean
138.24,73.87,72.83,6.39,54.8,18.7,427,397.6,24.1,47.8,rabi,1,red,1,rabi_maize
64.87,53.54,50.55,7.15,25.6,33.7,475,325.6,38.0,60.4,kharif,0,sandy,4,bajra
84.65,48.1,62.57,7.72,39.3,28.9,582,474.3,24.1,51.9,kharif,0,red,1,jowar_kharif
27.38,67.52,58.37,6.23,32.8,22.9,283,217.2,11.3,50.1,rabi,1,red,1,chickpea
102.56,72.48,105.8,7.0,64.9,19.8,524,486.6,21.1,61.4,kharif,0,alluvial,2,tomato
35.09,64.76,60.9,6.52,49.8,30.6,468,706.5,36.1,58.9,kharif,0,sandy,4,groundnut
156.55,66.77,71.45,7.98,37.1,27.4,959,828.1,35.1,67.2,kharif,0,black_cotton,0,cotton
151.74,74.98,61.01,7.08,69.4,21.0,455,558.3,30.2,77.5,kharif,0,alluvial,2,maize_kharif
28.61,72.09,51.62,7.14,47.8,31.3,380,771.8,28.3,80.0,kharif,0,black_cotton,0,soybean
73.78,68.49,84.69,7.18,38.1,21.1,351,802.8,23.3,47.9,kharif,0,black_cotton,0,sunflower_kharif
74.57,39.32,67.5,6.82,28.1,17.9,719,474.8,14.0,49.5,rabi,1,black_cotton,0,safflower
130.02,62.21,80.69,6.98,69.3,26.7,594,635.6,31.2,68.7,kharif,0,black_cotton,0,maize_kharif
94.55,59.51,60.61,6.11,82.0,24.9,326,1323.6,27.6,81.5,kharif,0,alluvial,2,rice
230.01,72.52,325.35,6.31,72.4,26.5,505,1346.2,29.4,90.2,zaid,2,alluvial,2,banana
14.89,56.36,63.57,7.56,46.5,24.2,227,343.1,22.3,41.5,rabi,1,black_cotton,0,chickpea
26.09,65.83,87.65,7.13,60.0,33.9,228,622.8,32.0,51.1,kharif,0,alluvial,2,groundnut
33.09,61.07,45.31,7.31,30.9,29.9,366,451.8,33.8,51.5,kharif,0,red,1,urad
43.03,74.48,52.12,6.55,22.1,22.9,159,414.6,12.1,52.2,rabi,1,alluvial,2,chickpea
30.53,62.62,45.19,6.9,33.7,20.8,329,230.9,17.9,48.1,rabi,1,alluvial,2,chickpea
32.89,56.8,32.39,6.51,36.2,32.1,179,537.1,28.9,69.7,kharif,0,black_cotton,0,urad
109.45,51.2,99.18,6.71,43.2,30.4,966,454.1,26.1,44.1,kharif,0,black_cotton,0,pomegranate
18.65,67.16,48.37,7.4,29.6,24.6,379,640.4,31.6,53.2,kharif,0,red,1,moong_kharif
111.55,65.53,65.36,6.15,58.3,25.4,266,431.5,23.5,48.8,rabi,1,red,1,rabi_maize
33.91,69.82,56.12,7.55,36.4,21.2,449,370.3,19.6,57.0,rabi,1,alluvial,2,chickpea
71.23,59.62,86.13,6.48,65.7,27.2,460,528.6,33.9,65.1,zaid,2,sandy,4,cucumber
63.78,80.93,73.88,6.96,56.1,18.8,539,494.7,22.8,35.7,rabi,1,black_cotton,0,sunflower_rabi
106.07,75.79,120.0,6.63,62.0,16.3,246,392.9,25.2,47.3,rabi,1,red,1,onion
100.53,48.01,84.64,7.22,55.0,26.3,348,364.2,14.8,53.0,rabi,1,alluvial,2,onion
81.9,53.0,54.4,8.16,43.0,15.3,507,487.8,14.9,54.1,rabi,1,black_cotton,0,safflower
124.41,64.43,71.17,6.11,42.1,23.1,290,364.0,21.0,54.8,rabi,1,alluvial,2,rabi_maize
74.64,57.87,59.22,7.99,52.1,25.1,200,343.1,15.4,50.2,rabi,1,red,1,jowar_rabi
83.78,69.62,93.2,6.63,61.0,22.8,345,413.6,22.1,61.6,zaid,2,alluvial,2,cucumber
137.18,62.99,64.19,7.29,62.8,24.3,265,611.3,27.2,76.8,kharif,0,red,1,maize_kharif
87.9,54.29,132.93,6.53,48.5,16.9,375,254.3,26.7,41.2,rabi,1,alluvial,2,onion
116.75,51.81,68.37,5.88,77.9,29.3,226,1766.7,26.5,83.5,kharif,0,laterite,3,rice
136.28,70.87,63.52,6.51,69.0,25.2,313,1814.6,22.2,70.1,kharif,0,laterite,3,rice
148.9,68.96,74.84,7.04,36.0,34.2,535,591.9,24.9,51.5,kharif,0,black_cotton,0,cotton
86.71,57.53,53.49,7.03,36.2,21.7,321,518.1,24.0,46.7,rabi,1,red,1,jowar_rabi
