soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
laterite,8.11,14.6,100.8,142.4,1251,72.4,40.2,slightly_alkaline,very_low,high,high,high_salinity,moist,fair
sandy,5.12,125.5,119.1,217.4,1347,24.0,12.3,strongly_acidic,high,very_high,very_high,high_salinity,dry,fair
alluvial,5.16,253.1,74.2,150.7,1158,13.5,18.9,strongly_acidic,very_high,medium,high,high_salinity,very_dry,fair
alluvial,6.72,199.7,28.2,100.7,1627,61.9,13.7,neutral,very_high,very_low,medium,very_high_salinity,moist,fair
laterite,5.04,238.5,88.2,93.4,2112,53.9,40.2,strongly_acidic,very_high,high,medium,very_high_salinity,optimal,fair
laterite,5.96,43.6,78.6,50.0,1415,62.3,38.3,slightly_acidic,low,medium,low,high_salinity,moist,poor
sandy,8.57,284.0,48.0,12.3,1308,73.6,41.6,strongly_alkaline,very_high,low,very_low,high_salinity,moist,poor
alluvial,8.94,91.0,139.1,56.4,435,10.2,27.3,strongly_alkaline,medium,very_high,low,normal,very_dry,fair
sandy,5.36,291.4,114.4,180.6,1934,73.5,23.3,strongly_acidic,very_high,very_high,very_high,very_high_salinity,moist,poor
laterite,6.83,84.7,62.9,140.8,2024,24.8,42.0,neutral,medium,medium,high,very_high_salinity,dry,good
alluvial,8.31,30.8,12.7,164.6,1014,33.6,17.9,slightly_alkaline,very_low,very_low,very_high,high_salinity,dry,poor
laterite,6.19,296.9,15.5,185.5,2458,33.9,25.8,slightly_acidic,very_high,very_low,very_high,very_high_salinity,dry,poor
sandy,4.93,172.0,6.2,203.3,2207,21.5,37.3,strongly_acidic,high,very_low,very_high,very_high_salinity,dry,poor
black_cotton,5.83,187.6,30.7,81.7,251,88.2,29.2,slightly_acidic,very_high,low,medium,low,waterlogged,fair
alluvial,7.75,175.9,92.3,101.9,1127,80.1,29.2,slightly_alkaline,high,high,medium,high_salinity,waterlogged,good
sandy,6.41,126.3,29.6,189.1,559,48.0,14.5,slightly_acidic,high,very_low,very_high,normal,optimal,fair
alluvial,5.84,28.8,37.0,78.8,1074,30.8,12.9,slightly_acidic,very_low,low,medium,high_salinity,dry,poor
black_cotton,6.79,74.2,59.3,115.4,1633,20.8,36.4,neutral,low,medium,high,very_high_salinity,dry,fair
red,5.98,205.5,84.0,162.2,1021,5.9,28.7,slightly_acidic,very_high,high,very_high,high_salinity,very_dry,fair
laterite,5.62,298.0,56.9,110.3,293,35.1,28.2,slightly_acidic,very_high,medium,high,low,dry,good
laterite,8.34,218.9,7.2,65.4,348,76.0,15.9,slightly_alkaline,very_high,very_low,low,low,moist,poor
laterite,5.5,71.6,93.8,174.7,1602,37.7,38.8,slightly_acidic,low,high,very_high,very_high_salinity,dry,fair
sandy,4.57,178.5,43.0,172.2,1726,54.4,25.1,strongly_acidic,high,low,very_high,very_high_salinity,optimal,poor
black_cotton,8.71,207.1,123.4,108.6,1889,31.0,35.7,strongly_alkaline,very_high,very_high,medium,very_high_salinity,dry,poor
alluvial,4.86,243.8,23.5,204.7,120,72.5,31.4,strongly_acidic,very_high,very_low,very_high,very_low,moist,poor
sandy,8.3,295.3,89.5,64.3,2107,49.5,15.9,slightly_alkaline,very_high,high,low,very_high_salinity,optimal,fair
red,8.51,138.0,19.4,150.6,1971,63.0,30.6,strongly_alkaline,high,very_low,high,very_high_salinity,moist,fair
red,5.59,252.2,90.1,181.7,2151,35.5,13.4,slightly_acidic,very_high,high,very_high,very_high_salinity,dry,fair
red,7.14,61.3,115.6,164.9,1329,87.3,33.9,neutral,low,very_high,very_high,high_salinity,waterlogged,fair
alluvial,5.89,291.7,113.1,25.8,1873,11.0,30.8,slightly_acidic,very_high,very_high,very_low,very_high_salinity,very_dry,poor
alluvial,6.84,147.8,97.4,58.5,1386,19.5,22.4,neutral,high,high,low,high_salinity,very_dry,good
alluvial,6.87,155.1,67.5,178.5,1764,91.8,40.8,neutral,high,medium,very_high,very_high_salinity,waterlogged,good
red,6.02,96.6,11.5,169.7,2348,72.6,37.8,slightly_acidic,medium,very_low,very_high,very_high_salinity,moist,poor
red,6.7,60.6,89.3,10.3,1306,73.2,14.6,neutral,low,high,very_low,high_salinity,moist,fair
sandy,7.07,140.5,53.9,207.2,1068,48.2,34.5,neutral,high,low,very_high,high_salinity,optimal,fair
sandy,8.46,110.9,74.6,101.5,547,19.2,30.2,slightly_alkaline,medium,medium,medium,normal,very_dry,good
laterite,8.98,105.7,133.2,178.4,707,32.4,24.3,strongly_alkaline,medium,very_high,very_high,normal,dry,fair
laterite,6.95,177.8,102.1,194.0,937,83.0,33.7,neutral,high,high,very_high,high_salinity,waterlogged,good
sandy,5.33,176.5,109.6,110.8,566,46.3,15.4,strongly_acidic,high,high,high,normal,optimal,good
black_cotton,6.05,50.1,19.4,197.2,2437,57.5,13.5,slightly_acidic,low,very_low,very_high,very_high_salinity,optimal,poor
red,7.67,268.1,56.2,193.7,2226,62.4,40.5,slightly_alkaline,very_high,medium,very_high,very_high_salinity,moist,fair
sandy,5.53,22.0,8.9,22.3,163,76.0,20.0,slightly_acidic,very_low,very_low,very_low,very_low,moist,very_poor
laterite,4.95,112.2,110.2,14.5,287,65.2,35.7,strongly_acidic,medium,very_high,very_low,low,moist,poor
alluvial,7.56,50.6,106.8,43.7,1375,79.7,17.3,slightly_alkaline,low,high,low,high_salinity,moist,fair
laterite,5.51,218.5,19.4,124.0,1118,16.0,20.1,slightly_acidic,very_high,very_low,high,high_salinity,very_dry,fair
alluvial,8.98,140.9,23.3,46.0,2220,83.1,18.5,strongly_alkaline,high,very_low,low,very_high_salinity,waterlogged,poor
black_cotton,6.43,61.6,79.9,122.4,2146,63.0,25.9,slightly_acidic,low,medium,high,very_high_salinity,moist,fair
alluvial,5.81,146.3,87.3,90.0,305,72.7,28.4,slightly_acidic,high,high,medium,low,moist,good
sandy,5.47,83.2,29.9,128.7,288,88.7,38.7,strongly_acidic,medium,very_low,high,low,waterlogged,fair
laterite,6.63,72.7,64.4,134.8,686,42.7,26.6,neutral,low,medium,high,normal,optimal,good
alluvial,4.88,92.2,12.9,193.8,2368,25.6,10.1,strongly_acidic,medium,very_low,very_high,very_high_salinity,dry,poor
red,8.42,99.2,50.7,52.9,1583,65.1,28.6,slightly_alkaline,medium,low,low,very_high_salinity,moist,poor
black_cotton,7.3,94.0,111.7,57.4,1149,64.4,23.3,neutral,medium,very_high,low,high_salinity,moist,fair
red,8.12,18.9,75.0,28.8,708,41.5,20.3,slightly_alkaline,very_low,medium,very_low,normal,optimal,fair
alluvial,8.97,251.3,114.6,205.0,2031,9.1,39.8,strongly_alkaline,very_high,very_high,very_high,very_high_salinity,very_dry,poor
alluvial,6.09,194.1,62.6,58.9,1363,67.7,40.4,slightly_acidic,very_high,medium,low,high_salinity,moist,fair
sandy,7.47,82.3,40.9,154.7,701,52.7,20.0,neutral,medium,low,high,normal,optimal,good
red,6.23,67.8,71.0,132.2,1413,10.0,39.9,slightly_acidic,low,medium,high,high_salinity,very_dry,fair
laterite,7.4,82.1,56.5,219.0,725,52.7,41.2,neutral,medium,medium,very_high,normal,optimal,good
black_cotton,6.41,11.3,108.6,197.6,2289,65.7,22.4,slightly_acidic,very_low,high,very_high,very_high_salinity,moist,poor
alluvial,7.45,247.5,11.7,121.0,289,53.6,17.0,neutral,very_high,very_low,high,low,optimal,fair
alluvial,7.35,188.0,126.9,148.7,2040,16.5,26.7,neutral,very_high,very_high,high,very_high_salinity,very_dry,fair
alluvial,4.55,77.1,91.6,27.9,260,52.5,33.1,strongly_acidic,low,high,very_low,low,optimal,poor
black_cotton,5.0,262.8,66.3,8.8,1487,44.2,31.6,strongly_acidic,very_high,medium,very_low,high_salinity,optimal,poor
laterite,6.24,206.4,9.4,197.0,1093,22.5,16.1,slightly_acidic,very_high,very_low,very_high,high_salinity,dry,poor
red,4.69,207.7,71.4,210.8,1968,88.8,36.2,strongly_acidic,very_high,medium,very_high,very_high_salinity,waterlogged,poor
laterite,8.14,114.1,117.5,119.6,1359,82.8,41.3,slightly_alkaline,medium,very_high,high,high_salinity,waterlogged,good
black_cotton,4.6,160.0,57.2,45.1,432,23.4,32.0,strongly_acidic,high,medium,low,normal,dry,fair
red,5.38,144.4,14.8,28.4,1334,68.0,35.4,strongly_acidic,high,very_low,very_low,high_salinity,moist,poor
black_cotton,8.87,39.2,53.1,110.0,1339,24.4,28.8,strongly_alkaline,very_low,low,high,high_salinity,dry,poor
black_cotton,8.58,168.9,62.1,64.2,1666,16.8,35.3,strongly_alkaline,high,medium,low,very_high_salinity,very_dry,fair
red,7.99,56.0,43.7,114.3,554,54.0,23.4,slightly_alkaline,low,low,high,normal,optimal,good
laterite,6.94,86.3,9.0,124.1,873,87.6,21.3,neutral,medium,very_low,high,high_salinity,waterlogged,fair
alluvial,4.68,205.2,104.7,75.4,160,53.3,17.6,strongly_acidic,very_high,high,medium,very_low,optimal,fair
red,7.02,134.4,18.1,8.5,2160,56.0,19.8,neutral,high,very_low,very_low,very_high_salinity,optimal,poor
black_cotton,7.09,17.5,61.6,85.8,144,36.4,17.8,neutral,very_low,medium,medium,very_low,dry,fair
black_cotton,5.17,101.1,139.1,152.2,174,77.7,27.8,strongly_acidic,medium,very_high,high,very_low,moist,fair
sandy,7.25,38.2,14.7,68.1,435,29.0,24.6,neutral,very_low,very_low,low,normal,dry,fair
sandy,5.72,98.1,22.9,54.8,452,73.8,15.0,slightly_acidic,medium,very_low,low,normal,moist,fair
black_cotton,4.92,18.2,44.1,145.5,2482,69.5,39.6,strongly_acidic,very_low,low,high,very_high_salinity,moist,poor
sandy,8.55,186.0,71.1,67.2,248,86.1,18.6,strongly_alkaline,very_high,medium,low,low,waterlogged,fair
black_cotton,6.99,166.0,111.3,134.0,1591,17.9,29.2,neutral,high,very_high,high,very_high_salinity,very_dry,good
black_cotton,7.28,248.8,97.0,83.2,1623,32.9,17.3,neutral,very_high,high,medium,very_high_salinity,dry,good
sandy,7.97,160.5,66.3,32.3,881,63.9,12.2,slightly_alkaline,high,medium,very_low,high_salinity,moist,fair
sandy,8.77,149.5,132.8,181.5,1774,74.7,10.4,strongly_alkaline,high,very_high,very_high,very_high_salinity,moist,fair
laterite,5.45,81.1,98.6,58.7,955,66.3,16.9,strongly_acidic,medium,high,low,high_salinity,moist,fair
red,6.89,220.5,10.1,187.0,1535,90.3,27.3,neutral,very_high,very_low,very_high,very_high_salinity,waterlogged,poor
alluvial,8.02,84.7,110.9,151.7,276,51.7,36.0,slightly_alkaline,medium,very_high,high,low,optimal,good
alluvial,7.41,116.1,93.0,174.6,746,79.0,33.2,neutral,medium,high,very_high,normal,moist,excellent
sandy,8.24,278.7,51.7,185.4,629,29.8,36.1,slightly_alkaline,very_high,low,very_high,normal,dry,fair
red,6.82,269.2,28.2,167.9,2459,32.4,37.0,neutral,very_high,very_low,very_high,very_high_salinity,dry,poor
sandy,7.69,289.5,60.2,158.1,2053,42.0,39.8,slightly_alkaline,very_high,medium,high,very_high_salinity,optimal,fair
sandy,7.07,112.8,31.3,200.8,1064,40.6,36.3,neutral,medium,low,very_high,high_salinity,optimal,fair
red,5.79,214.8,115.0,106.5,1416,50.8,14.8,slightly_acidic,very_high,very_high,medium,high_salinity,optimal,fair
sandy,8.09,275.0,12.8,154.2,503,11.8,23.5,slightly_alkaline,very_high,very_low,high,normal,very_dry,good
red,5.34,197.9,51.8,143.2,224,83.3,10.7,strongly_acidic,very_high,low,high,low,waterlogged,fair
red,6.12,30.6,46.4,62.7,549,30.7,20.1,slightly_acidic,very_low,low,low,normal,dry,poor
laterite,8.0,180.4,96.2,81.2,1060,43.5,24.4,slightly_alkaline,very_high,high,medium,high_salinity,optimal,good
sandy,5.76,275.1,131.7,135.5,715,46.6,22.7,slightly_acidic,very_high,very_high,high,normal,optimal,good
laterite,8.53,46.8,131.8,122.6,1656,44.7,18.0,strongly_alkaline,low,very_high,high,very_high_salinity,optimal,poor
sandy,5.04,208.5,92.3,98.8,508,68.3,33.1,strongly_acidic,very_high,high,medium,normal,moist,good
red,7.2,179.2,118.8,55.8,1426,71.9,15.3,neutral,high,very_high,low,high_salinity,moist,fair
red,7.73,292.5,21.6,200.0,608,31.7,19.2,slightly_alkaline,very_high,very_low,very_high,normal,dry,fair
red,5.93,176.2,118.1,40.7,2112,79.8,36.6,slightly_acidic,high,very_high,low,very_high_salinity,moist,fair
alluvial,6.28,87.8,65.1,64.9,2076,54.0,35.5,slightly_acidic,medium,medium,low,very_high_salinity,optimal,fair
sandy,8.92,89.2,137.0,72.0,1869,25.1,37.6,strongly_alkaline,medium,very_high,medium,very_high_salinity,dry,fair
sandy,6.36,287.2,128.1,83.9,334,69.8,26.9,slightly_acidic,very_high,very_high,medium,low,moist,fair
black_cotton,8.35,175.7,50.8,85.2,803,76.7,26.6,slightly_alkaline,high,low,medium,high_salinity,moist,fair
laterite,5.54,175.9,51.3,21.6,456,45.1,19.8,slightly_acidic,high,low,very_low,normal,optimal,fair
alluvial,7.74,259.1,111.8,127.0,1776,55.9,18.9,slightly_alkaline,very_high,very_high,high,very_high_salinity,optimal,fair
black_cotton,4.67,272.6,66.5,46.3,116,88.9,19.8,strongly_acidic,very_high,medium,low,very_low,waterlogged,poor
black_cotton,5.31,232.8,78.8,174.5,349,31.6,26.7,strongly_acidic,very_high,medium,very_high,low,dry,fair
red,6.97,164.3,97.9,44.7,194,34.1,26.0,neutral,high,high,low,very_low,dry,good
alluvial,5.63,126.0,47.0,94.5,1779,57.2,40.4,slightly_acidic,high,low,medium,very_high_salinity,optimal,fair
alluvial,5.76,37.0,12.6,192.4,1819,36.0,10.5,slightly_acidic,very_low,very_low,very_high,very_high_salinity,dry,very_poor
sandy,5.1,153.8,12.3,135.3,1019,66.0,13.6,strongly_acidic,high,very_low,high,high_salinity,moist,fair
alluvial,5.66,226.7,123.3,127.9,1623,25.0,30.4,slightly_acidic,very_high,very_high,high,very_high_salinity,dry,fair
black_cotton,8.97,176.6,34.5,111.5,1795,67.3,24.2,strongly_alkaline,high,low,high,very_high_salinity,moist,fair
red,7.55,227.1,80.0,153.5,878,39.7,13.0,slightly_alkaline,very_high,high,high,high_salinity,dry,good
sandy,6.09,190.5,134.5,152.0,1978,34.7,14.8,slightly_acidic,very_high,very_high,high,very_high_salinity,dry,fair
black_cotton,6.68,118.4,49.6,69.8,2108,49.2,40.6,neutral,medium,low,low,very_high_salinity,optimal,fair
alluvial,7.58,27.3,87.7,144.0,881,53.6,28.1,slightly_alkaline,very_low,high,high,high_salinity,optimal,fair
sandy,5.11,205.8,91.3,135.4,716,14.8,22.6,strongly_acidic,very_high,high,high,normal,very_dry,good
alluvial,8.91,291.1,86.1,103.2,1711,92.1,20.3,strongly_alkaline,very_high,high,medium,very_high_salinity,waterlogged,fair
red,8.72,89.5,25.9,17.5,1822,46.8,29.0,strongly_alkaline,medium,very_low,very_low,very_high_salinity,optimal,very_poor
sandy,6.83,158.2,114.0,188.1,1534,15.2,38.4,neutral,high,very_high,very_high,very_high_salinity,very_dry,fair
alluvial,7.19,168.4,133.4,177.5,1975,27.6,17.1,neutral,high,very_high,very_high,very_high_salinity,dry,fair
alluvial,8.81,298.1,120.9,106.6,1076,57.1,24.4,strongly_alkaline,very_high,very_high,medium,high_salinity,optimal,fair
alluvial,8.62,81.6,108.0,64.7,765,49.7,11.8,strongly_alkaline,medium,high,low,normal,optimal,good
laterite,8.65,217.8,59.5,82.2,298,72.9,38.9,strongly_alkaline,very_high,medium,medium,low,moist,fair
alluvial,4.51,135.6,137.1,215.0,348,68.9,35.1,strongly_acidic,high,very_high,very_high,low,moist,fair
laterite,5.13,142.2,44.9,141.1,1272,57.9,39.5,strongly_acidic,high,low,high,high_salinity,optimal,fair
sandy,6.53,275.2,85.5,149.1,290,70.5,27.7,neutral,very_high,high,high,low,moist,good
black_cotton,5.95,109.7,129.8,140.4,2462,79.7,13.5,slightly_acidic,medium,very_high,high,very_high_salinity,moist,fair
alluvial,7.6,96.9,136.0,113.4,862,85.5,22.6,slightly_alkaline,medium,very_high,high,high_salinity,waterlogged,good
alluvial,6.9,104.5,90.1,213.4,1836,87.7,26.6,neutral,medium,high,very_high,very_high_salinity,waterlogged,good
red,6.25,203.5,133.6,87.9,2477,27.0,28.2,slightly_acidic,very_high,very_high,medium,very_high_salinity,dry,fair
sandy,6.16,39.0,107.4,99.4,910,32.5,26.5,slightly_acidic,very_low,high,medium,high_salinity,dry,fair
black_cotton,4.78,240.8,113.6,160.7,1947,14.0,38.2,strongly_acidic,very_high,very_high,very_high,very_high_salinity,very_dry,poor
red,7.91,53.5,119.7,46.0,1728,27.4,23.8,slightly_alkaline,low,very_high,low,very_high_salinity,dry,poor
red,5.8,271.2,105.5,94.9,1272,65.4,20.3,slightly_acidic,very_high,high,medium,high_salinity,moist,fair
sandy,6.01,181.8,92.8,165.1,1800,57.2,20.0,slightly_acidic,very_high,high,very_high,very_high_salinity,optimal,fair
black_cotton,5.71,26.0,109.9,36.6,1172,52.9,37.8,slightly_acidic,very_low,high,very_low,high_salinity,optimal,poor
laterite,7.66,100.8,35.1,158.2,199,49.7,10.4,slightly_alkaline,medium,low,high,very_low,optimal,fair
laterite,8.96,238.9,98.5,203.5,1188,59.6,41.2,strongly_alkaline,very_high,high,very_high,high_salinity,optimal,fair
sandy,8.44,266.3,126.0,137.4,718,15.3,41.3,slightly_alkaline,very_high,very_high,high,normal,very_dry,good
laterite,8.32,83.7,105.7,119.1,1128,93.1,20.9,slightly_alkaline,medium,high,high,high_salinity,waterlogged,good
alluvial,4.54,155.2,88.3,191.8,549,52.0,37.0,strongly_acidic,high,high,very_high,normal,optimal,good
sandy,7.45,149.7,49.4,22.5,1290,25.3,41.7,neutral,high,low,very_low,high_salinity,dry,fair
laterite,7.0,100.5,27.7,94.3,1890,83.7,34.9,neutral,medium,very_low,medium,very_high_salinity,waterlogged,fair
black_cotton,4.54,11.4,122.6,25.4,1274,32.9,35.5,strongly_acidic,very_low,very_high,very_low,high_salinity,dry,very_poor
black_cotton,7.06,76.0,96.6,171.1,2272,44.9,15.5,neutral,low,high,very_high,very_high_salinity,optimal,fair
black_cotton,4.79,102.2,50.3,26.7,2171,77.7,23.9,strongly_acidic,medium,low,very_low,very_high_salinity,moist,very_poor
black_cotton,4.74,239.4,70.3,157.0,1292,59.7,18.7,strongly_acidic,very_high,medium,high,high_salinity,optimal,fair
black_cotton,8.77,191.2,63.3,117.8,853,75.7,34.7,strongly_alkaline,very_high,medium,high,high_salinity,moist,fair
sandy,5.64,295.5,105.0,138.0,2209,61.3,37.9,slightly_acidic,very_high,high,high,very_high_salinity,moist,fair
sandy,5.05,51.1,124.7,105.3,1937,60.0,32.9,strongly_acidic,low,very_high,medium,very_high_salinity,moist,poor
alluvial,7.01,168.9,17.9,52.2,1751,76.5,39.1,neutral,high,very_low,low,very_high_salinity,moist,fair
black_cotton,4.99,99.2,100.1,94.0,764,79.9,24.6,strongly_acidic,medium,high,medium,normal,moist,good
sandy,8.43,235.7,133.2,97.7,1357,20.0,30.8,slightly_alkaline,very_high,very_high,medium,high_salinity,dry,fair
laterite,7.38,125.2,57.0,80.9,1530,84.9,14.0,neutral,high,medium,medium,very_high_salinity,waterlogged,good
laterite,5.62,88.4,100.2,28.1,2283,89.9,22.5,slightly_acidic,medium,high,very_low,very_high_salinity,waterlogged,fair
sandy,6.12,79.2,31.4,72.9,599,77.7,36.4,slightly_acidic,low,low,medium,normal,moist,fair
red,8.89,252.6,25.3,125.8,556,33.3,25.0,strongly_alkaline,very_high,very_low,high,normal,dry,fair
laterite,6.61,214.6,13.2,85.0,2211,23.1,39.9,neutral,very_high,very_low,medium,very_high_salinity,dry,fair
red,8.15,166.8,105.3,193.0,1850,80.5,22.6,slightly_alkaline,high,high,very_high,very_high_salinity,waterlogged,good
alluvial,8.07,234.3,40.1,70.8,1387,12.4,32.3,slightly_alkaline,very_high,low,medium,high_salinity,very_dry,fair
laterite,6.43,68.5,89.1,209.6,2378,58.2,39.0,slightly_acidic,low,high,very_high,very_high_salinity,optimal,fair
sandy,5.92,82.8,9.6,141.6,2352,57.9,37.2,slightly_acidic,medium,very_low,high,very_high_salinity,optimal,fair
sandy,7.15,129.8,5.2,27.7,763,15.0,14.0,neutral,high,very_low,very_low,normal,very_dry,fair
red,8.98,18.3,127.2,41.7,1120,69.9,30.2,strongly_alkaline,very_low,very_high,low,high_salinity,moist,poor
laterite,7.71,112.2,81.5,47.9,2091,87.2,39.3,slightly_alkaline,medium,high,low,very_high_salinity,waterlogged,fair
alluvial,5.81,120.5,75.8,34.2,1746,52.8,33.4,slightly_acidic,high,medium,very_low,very_high_salinity,optimal,fair
laterite,6.88,120.0,98.1,113.6,1834,75.9,34.5,neutral,high,high,high,very_high_salinity,moist,good
sandy,5.99,21.2,59.6,182.5,548,55.6,18.1,slightly_acidic,very_low,medium,very_high,normal,optimal,fair
red,6.48,13.8,77.8,17.6,2480,33.3,10.1,slightly_acidic,very_low,medium,very_low,very_high_salinity,dry,poor
alluvial,5.8,37.5,10.1,83.6,2339,69.9,18.3,slightly_acidic,very_low,very_low,medium,very_high_salinity,moist,poor
sandy,6.92,176.5,82.4,116.9,1659,17.5,16.9,neutral,high,high,high,very_high_salinity,very_dry,good
alluvial,5.12,254.1,66.7,192.1,427,71.5,32.0,strongly_acidic,very_high,medium,very_high,normal,moist,fair
alluvial,5.73,41.7,43.3,15.3,373,76.0,18.6,slightly_acidic,low,low,very_low,low,moist,poor
sandy,8.01,44.7,105.6,100.0,1791,37.6,21.5,slightly_alkaline,low,high,medium,very_high_salinity,dry,fair
black_cotton,4.91,17.1,127.8,116.4,1687,64.2,22.9,strongly_acidic,very_low,very_high,high,very_high_salinity,moist,poor
laterite,5.72,31.2,36.7,97.1,913,56.7,15.7,slightly_acidic,very_low,low,medium,high_salinity,optimal,poor
red,6.05,102.1,8.6,24.1,1989,52.3,34.9,slightly_acidic,medium,very_low,very_low,very_high_salinity,optimal,poor
laterite,7.71,100.8,37.1,131.4,2283,13.6,35.0,slightly_alkaline,medium,low,high,very_high_salinity,very_dry,fair
sandy,8.99,129.2,84.9,5.6,1252,91.1,33.2,strongly_alkaline,high,high,very_low,high_salinity,waterlogged,fair
red,6.67,201.9,61.9,28.5,1515,5.4,29.1,neutral,very_high,medium,very_low,very_high_salinity,very_dry,fair
sandy,5.39,143.7,89.1,68.1,150,33.3,21.6,strongly_acidic,high,high,low,very_low,dry,fair
red,5.63,232.2,45.0,74.9,783,12.2,33.6,slightly_acidic,very_high,low,medium,normal,very_dry,fair
alluvial,7.56,110.5,59.2,61.7,1806,6.4,33.1,slightly_alkaline,medium,medium,low,very_high_salinity,very_dry,fair
alluvial,4.65,6.4,74.7,131.3,526,10.9,18.7,strongly_acidic,very_low,medium,high,normal,very_dry,fair
laterite,8.02,19.4,24.5,110.2,349,50.5,11.4,slightly_alkaline,very_low,very_low,high,low,optimal,fair
laterite,6.82,279.0,81.4,76.1,2187,41.1,41.6,neutral,very_high,high,medium,very_high_salinity,optimal,good
black_cotton,5.75,248.2,138.8,160.8,534,64.2,29.8,slightly_acidic,very_high,very_high,very_high,normal,moist,fair
sandy,6.88,94.2,87.5,177.6,138,59.6,11.4,neutral,medium,high,very_high,very_low,optimal,good
sandy,5.51,150.2,72.3,189.5,2032,34.7,30.8,slightly_acidic,high,medium,very_high,very_high_salinity,dry,fair
laterite,5.77,78.1,111.7,60.9,1142,88.5,37.1,slightly_acidic,low,very_high,low,high_salinity,waterlogged,poor
sandy,6.36,47.7,104.5,196.1,2303,35.0,33.6,slightly_acidic,low,high,very_high,very_high_salinity,dry,fair
sandy,5.58,137.6,105.9,174.8,1606,65.6,36.7,slightly_acidic,high,high,very_high,very_high_salinity,moist,fair
alluvial,4.99,198.4,74.7,126.1,652,35.5,12.2,strongly_acidic,very_high,medium,high,normal,dry,good
black_cotton,8.32,67.5,35.2,209.7,1904,30.4,17.9,slightly_alkaline,low,low,very_high,very_high_salinity,dry,poor
black_cotton,8.76,7.4,70.2,25.6,184,58.3,27.7,strongly_alkaline,very_low,medium,very_low,very_low,optimal,poor
laterite,8.94,103.2,5.1,130.6,594,6.3,38.0,strongly_alkaline,medium,very_low,high,normal,very_dry,fair
black_cotton,8.69,204.0,26.4,92.7,831,47.6,29.8,strongly_alkaline,very_high,very_low,medium,high_salinity,optimal,poor
black_cotton,6.42,94.0,119.4,219.5,1061,6.2,21.8,slightly_acidic,medium,very_high,very_high,high_salinity,very_dry,fair
sandy,8.25,142.7,12.7,154.8,1884,7.8,28.8,slightly_alkaline,high,very_low,high,very_high_salinity,very_dry,fair
alluvial,4.89,158.3,114.8,90.4,1876,82.0,32.9,strongly_acidic,high,very_high,medium,very_high_salinity,waterlogged,fair
red,6.58,34.2,120.9,21.2,995,76.6,11.0,neutral,very_low,very_high,very_low,high_salinity,moist,poor
laterite,7.36,285.2,114.7,130.1,504,25.2,18.0,neutral,very_high,very_high,high,normal,dry,good
alluvial,5.09,28.3,43.5,116.1,717,32.8,22.5,strongly_acidic,very_low,low,high,normal,dry,fair
alluvial,5.06,122.8,82.0,125.7,1149,48.6,37.9,strongly_acidic,high,high,high,high_salinity,optimal,good
laterite,4.76,242.6,43.7,146.6,1689,13.2,30.6,strongly_acidic,very_high,low,high,very_high_salinity,very_dry,poor
alluvial,8.69,186.8,9.5,35.6,1906,86.5,22.4,strongly_alkaline,very_high,very_low,very_low,very_high_salinity,waterlogged,very_poor
red,6.6,133.3,57.5,64.3,615,46.5,26.4,neutral,high,medium,low,normal,optimal,good
black_cotton,8.23,16.5,37.5,158.0,178,88.0,10.6,slightly_alkaline,very_low,low,high,very_low,waterlogged,fair
red,5.46,229.4,121.9,54.7,2462,28.0,25.2,strongly_acidic,very_high,very_high,low,very_high_salinity,dry,poor
alluvial,5.6,92.5,82.9,130.6,724,80.8,28.9,slightly_acidic,medium,high,high,normal,waterlogged,excellent
laterite,5.18,216.1,33.5,188.7,707,63.3,40.4,strongly_acidic,very_high,low,very_high,normal,moist,fair
alluvial,8.1,60.7,49.0,163.3,1746,64.1,25.0,slightly_alkaline,low,low,very_high,very_high_salinity,moist,poor
alluvial,6.75,208.6,53.9,196.8,1760,5.4,10.9,neutral,very_high,low,very_high,very_high_salinity,very_dry,fair
red,7.44,275.7,50.6,128.5,1195,6.0,27.2,neutral,very_high,low,high,high_salinity,very_dry,fair
alluvial,8.27,213.1,72.7,187.9,1738,31.7,41.1,slightly_alkaline,very_high,medium,very_high,very_high_salinity,dry,fair
black_cotton,7.66,77.2,114.0,95.4,1259,78.0,12.3,slightly_alkaline,low,very_high,medium,high_salinity,moist,fair
black_cotton,6.27,78.6,98.7,65.5,1970,83.3,40.6,slightly_acidic,low,high,low,very_high_salinity,waterlogged,poor
sandy,5.56,254.7,67.4,141.1,1411,91.0,35.9,slightly_acidic,very_high,medium,high,high_salinity,waterlogged,fair
sandy,6.87,282.7,112.5,115.4,1519,88.6,14.4,neutral,very_high,very_high,high,very_high_salinity,waterlogged,fair
red,7.48,286.3,111.7,134.7,2417,62.3,15.3,neutral,very_high,very_high,high,very_high_salinity,moist,fair
black_cotton,7.62,270.9,69.4,65.9,1896,75.6,11.9,slightly_alkaline,very_high,medium,low,very_high_salinity,moist,fair
laterite,5.85,149.1,69.9,109.2,1847,71.2,26.5,slightly_acidic,high,medium,medium,very_high_salinity,moist,fair
alluvial,5.7,196.8,64.8,205.7,1859,13.1,32.2,slightly_acidic,very_high,medium,very_high,very_high_salinity,very_dry,fair
laterite,5.54,58.3,83.6,38.4,2308,89.0,18.1,slightly_acidic,low,high,very_low,very_high_salinity,waterlogged,poor
