crop,growth_stage,soil_type,nitrogen_n,phosphorus_p,potassium_k,n_status,p_status,k_status,moisture,soil_temperature,land_area_acres,fertilizer_name,dose_kg_per_acre,total_dose_kg,application_timing,notes
bajra,pre_sowing,black_cotton,74.8,58.7,33.6,medium,medium,low,68.9,28.8,2.6,DAP,20.0,52.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P
groundnut,grain_fill,red,229.4,76.5,138.9,high,medium,high,62.8,24.9,7.5,MOP,5.0,37.5,Foliar spray or side dress during grain/fruit development,Kernel filling
orange,flowering,red,29.0,119.9,24.9,low,high,low,78.3,29.8,10.0,Urea,26.0,260.0,Apply at flower bud initiation; avoid leaf contact,Flush growth
chilli,vegetative,black_cotton,29.2,93.5,116.6,low,high,high,42.0,18.1,9.0,Urea,23.4,210.6,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
onion,vegetative,black_cotton,53.0,75.1,71.9,medium,medium,medium,61.9,26.3,0.7,Urea,20.0,14.0,Top dress at 20-30 DAS; broadcast and irrigate,Leaf development
moong_rabi,germination,alluvial,44.2,57.1,179.3,medium,medium,high,57.8,18.4,8.1,Rhizobium Biofert,5.0,40.5,Apply at sowing time or within first 7 DAS,Seed treatment
tomato,flowering,black_cotton,72.2,78.3,67.4,medium,medium,medium,54.9,17.1,6.0,19:19:19 NPK,15.0,90.0,Apply at flower bud initiation; avoid leaf contact,Balanced NPK at fruit set
chilli,vegetative,laterite,17.8,71.6,153.2,low,medium,high,76.9,19.2,5.1,Urea,23.4,119.3,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
urad,germination,sandy,192.6,25.4,120.9,high,low,high,55.0,19.8,6.7,Rhizobium Biofert,5.0,33.5,Apply at sowing time or within first 7 DAS,Seed inoculation
sunflower_rabi,flowering,sandy,137.0,111.7,136.8,high,high,high,74.0,14.6,6.5,Boron Spray,5.0,32.5,Apply at flower bud initiation; avoid leaf contact,Pollination support
moong_kharif,germination,alluvial,15.3,109.3,95.3,low,high,medium,61.1,19.7,8.3,Rhizobium Biofert,5.0,41.5,Apply at sowing time or within first 7 DAS,Seed treatment
orange,grain_fill,laterite,207.2,25.3,32.5,high,low,low,62.6,17.9,6.4,MOP + Micronutrient,25.0,160.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
sunflower_rabi,flowering,alluvial,20.1,50.0,198.4,low,medium,high,69.5,30.9,2.2,Boron Spray,5.0,11.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
groundnut,flowering,red,155.1,109.8,84.3,high,high,medium,36.6,33.3,0.9,Gypsum,25.0,22.5,Apply at flower bud initiation; avoid leaf contact,Peg development
sunflower_kharif,flowering,red,111.6,76.9,148.9,high,medium,high,43.5,33.5,6.0,Boron Spray,5.0,30.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
grapes,pre_sowing,red,40.2,66.9,142.3,medium,medium,high,28.4,19.5,1.1,DAP + MOP,15.0,16.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pruning time dose
soybean,flowering,black_cotton,233.7,32.2,122.3,high,low,high,77.7,29.7,1.2,MOP,5.0,6.0,Apply at flower bud initiation; avoid leaf contact,K boost for pod setting
tomato,pre_sowing,red,210.2,25.1,148.1,high,low,high,20.3,15.6,3.0,DAP + MOP,24.0,72.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
sunflower_rabi,vegetative,alluvial,170.9,110.7,189.1,high,high,high,64.1,22.3,9.9,Urea,10.8,106.9,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
banana,flowering,alluvial,41.8,84.4,95.2,medium,high,medium,61.4,28.0,5.3,Urea + MOP,45.0,238.5,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
urad,pre_sowing,black_cotton,101.6,60.3,144.2,high,medium,high,39.0,18.5,9.1,SSP + MOP,9.0,81.9,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
groundnut,flowering,laterite,93.5,97.7,139.3,high,high,high,45.4,26.9,3.9,Gypsum,25.0,97.5,Apply at flower bud initiation; avoid leaf contact,Peg development
sunflower_rabi,flowering,black_cotton,162.5,57.2,76.1,high,medium,medium,33.8,30.0,9.0,Boron Spray,5.0,45.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
rabi_maize,flowering,alluvial,209.5,23.9,192.0,high,low,high,40.6,29.3,9.1,Urea,10.8,98.3,Apply at flower bud initiation; avoid leaf contact,Booster
sunflower_rabi,vegetative,red,63.2,86.7,187.6,medium,high,high,74.1,23.9,6.8,Urea,18.0,122.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
sugarcane,harvest,black_cotton,43.8,111.0,30.4,medium,high,low,54.4,15.3,7.4,MOP,25.0,185.0,Do not apply; withholding period required,Juice quality
moong_rabi,pre_sowing,sandy,37.8,61.7,110.1,low,medium,high,20.2,35.3,7.9,SSP + MOP,9.0,71.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
linseed,pre_sowing,sandy,275.1,68.7,157.6,high,medium,high,75.9,32.2,7.6,DAP + MOP,10.0,76.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
safflower,vegetative,alluvial,50.7,38.5,152.9,medium,low,high,31.4,13.5,1.6,Urea,15.0,24.0,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
mustard,flowering,alluvial,180.5,55.2,63.9,high,medium,medium,73.1,13.3,8.8,Urea,6.0,52.8,Apply at flower bud initiation; avoid leaf contact,Booster
turmeric,vegetative,sandy,30.4,83.3,175.9,low,high,high,56.6,13.3,3.9,Urea + MOP,19.5,76.0,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
mustard,vegetative,laterite,78.6,33.7,48.4,medium,low,low,60.9,13.6,3.6,Urea,18.0,64.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
groundnut,germination,black_cotton,110.8,74.3,117.3,high,medium,high,71.9,24.3,4.0,Rhizobium Biofert,5.0,20.0,Apply at sowing time or within first 7 DAS,Seed inoculation
maize_kharif,pre_sowing,laterite,43.7,89.7,139.7,medium,high,high,47.6,31.6,2.4,DAP + MOP,10.5,25.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N basal
urad,pre_sowing,red,272.3,55.0,70.1,high,medium,medium,46.8,29.1,4.1,SSP + MOP,18.0,73.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
pomegranate,grain_fill,black_cotton,123.5,70.5,147.0,high,medium,high,76.2,16.8,9.0,MOP + Calcium,12.5,112.5,Foliar spray or side dress during grain/fruit development,Fruit development
sugarcane,pre_sowing,laterite,125.5,29.9,33.0,high,low,low,44.6,28.6,9.2,DAP + MOP,75.0,690.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy feeder; high basal
chilli,grain_fill,red,176.2,103.6,54.3,high,high,medium,32.9,28.6,9.6,MOP,12.0,115.2,Foliar spray or side dress during grain/fruit development,Pungency development
soybean,flowering,laterite,86.4,52.9,95.8,medium,medium,medium,67.1,26.4,7.2,MOP,10.0,72.0,Apply at flower bud initiation; avoid leaf contact,K boost for pod setting
mustard,vegetative,sandy,31.0,106.2,64.9,low,high,medium,43.8,26.7,2.1,Urea,23.4,49.1,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
mustard,vegetative,black_cotton,221.6,119.5,90.5,high,high,medium,71.5,37.1,3.1,Urea,10.8,33.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
chickpea,germination,alluvial,260.5,116.4,192.7,high,high,high,45.4,27.2,6.4,Rhizobium Biofert,5.0,32.0,Apply at sowing time or within first 7 DAS,Seed inoculation
wheat,flowering,sandy,271.6,82.7,54.7,high,high,medium,49.1,27.2,7.5,Urea,6.0,45.0,Apply at flower bud initiation; avoid leaf contact,Grain initiation
tur_arhar,germination,sandy,85.6,60.6,180.9,medium,medium,high,27.1,19.5,2.8,Rhizobium Biofert,5.0,14.0,Apply at sowing time or within first 7 DAS,Seed treatment
maize_kharif,grain_fill,laterite,247.9,58.1,131.7,high,medium,high,35.1,30.9,6.1,MOP,5.0,30.5,Foliar spray or side dress during grain/fruit development,Cob development
orange,grain_fill,red,40.4,94.2,148.9,medium,high,high,23.1,35.5,7.2,MOP + Micronutrient,10.0,72.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
sunflower_kharif,pre_sowing,laterite,145.9,96.9,33.0,high,high,low,65.9,14.6,9.0,DAP + MOP,22.5,202.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
safflower,pre_sowing,laterite,266.0,61.4,48.2,high,medium,low,21.9,15.3,9.3,DAP + MOP,31.2,290.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,flowering,sandy,154.8,69.3,190.7,high,medium,high,76.1,14.5,9.1,MOP,6.0,54.6,Apply at flower bud initiation; avoid leaf contact,Fruit quality
chilli,flowering,alluvial,36.0,39.6,118.5,low,low,high,34.8,26.1,0.8,19:19:19 NPK,9.8,7.8,Apply at flower bud initiation; avoid leaf contact,Fruit set
jowar_rabi,flowering,alluvial,154.0,114.7,189.0,high,high,high,67.0,19.8,9.8,Urea,7.2,70.6,Apply at flower bud initiation; avoid leaf contact,Light booster
chickpea,germination,alluvial,193.9,92.0,22.8,high,high,low,62.4,20.7,7.1,Rhizobium Biofert,5.0,35.5,Apply at sowing time or within first 7 DAS,Seed inoculation
cotton,pre_sowing,alluvial,38.8,104.3,154.0,low,high,high,34.0,24.8,5.6,DAP + MOP,12.0,67.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal: 25N 25P 25K
tur_arhar,flowering,laterite,23.8,31.9,33.1,low,low,low,22.0,36.2,7.5,MOP,12.5,93.8,Apply at flower bud initiation; avoid leaf contact,Pod setting
jowar_rabi,pre_sowing,sandy,48.9,96.4,178.4,medium,high,high,47.8,32.9,9.9,DAP + MOP,9.0,89.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
watermelon,flowering,alluvial,251.9,55.3,38.3,high,medium,low,68.3,20.0,9.0,19:19:19 NPK,9.0,81.0,Apply at flower bud initiation; avoid leaf contact,Fruit set
pomegranate,pre_sowing,sandy,73.2,31.3,74.5,medium,low,medium,78.5,12.5,3.7,DAP + MOP,42.0,155.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
turmeric,vegetative,sandy,259.4,118.2,199.9,high,high,high,52.1,32.3,6.1,Urea + MOP,9.0,54.9,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
groundnut,grain_fill,red,127.0,67.3,174.7,high,medium,high,32.9,35.3,9.7,MOP,5.0,48.5,Foliar spray or side dress during grain/fruit development,Kernel filling
groundnut,grain_fill,alluvial,156.7,59.0,140.7,high,medium,high,32.9,27.1,3.1,MOP,5.0,15.5,Foliar spray or side dress during grain/fruit development,Kernel filling
sunflower_kharif,pre_sowing,red,167.4,71.5,66.6,high,medium,medium,72.2,19.2,6.5,DAP + MOP,30.0,195.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sunflower_kharif,pre_sowing,black_cotton,270.7,59.2,35.3,high,medium,low,58.2,19.5,4.7,DAP + MOP,37.5,176.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
bajra,flowering,laterite,46.7,111.4,134.3,medium,high,high,40.8,26.9,9.3,Urea,10.0,93.0,Apply at flower bud initiation; avoid leaf contact,Booster dose
chilli,vegetative,alluvial,157.4,21.1,113.7,high,low,high,79.4,37.0,2.3,Urea,10.8,24.8,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
sunflower_kharif,flowering,red,243.8,116.9,95.6,high,high,medium,21.1,23.8,4.4,Boron Spray,5.0,22.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
bajra,vegetative,alluvial,18.3,114.5,64.8,low,high,medium,40.9,36.5,6.8,Urea,23.4,159.1,Top dress at 20-30 DAS; broadcast and irrigate,N top dress 3 weeks after sowing
wheat,vegetative,red,32.7,95.1,105.6,low,high,high,50.6,14.9,9.8,Urea,26.0,254.8,Top dress at 20-30 DAS; broadcast and irrigate,Tillering
moong_rabi,pre_sowing,black_cotton,25.0,71.0,45.9,low,medium,low,78.1,27.1,4.7,SSP + MOP,22.5,105.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
banana,pre_sowing,alluvial,259.7,102.8,194.0,high,high,high,32.4,18.9,3.2,DAP + MOP,18.0,57.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
mustard,vegetative,sandy,26.5,85.9,114.3,low,high,high,75.6,34.9,3.0,Urea,23.4,70.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
turmeric,pre_sowing,black_cotton,63.6,55.1,84.3,medium,medium,medium,40.5,28.4,4.3,DAP + MOP,40.0,172.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
sunflower_rabi,pre_sowing,red,106.3,54.1,95.6,high,medium,medium,41.6,13.3,7.4,DAP + MOP,30.0,222.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
urad,flowering,alluvial,183.3,112.8,189.2,high,high,high,53.5,30.8,8.5,MOP,4.0,34.0,Apply at flower bud initiation; avoid leaf contact,Pod development
urad,germination,sandy,181.4,67.4,181.5,high,medium,high,60.1,27.8,5.3,Rhizobium Biofert,5.0,26.5,Apply at sowing time or within first 7 DAS,Seed inoculation
sesame,pre_sowing,laterite,110.7,87.1,197.0,high,high,high,61.2,18.2,1.4,DAP,10.8,15.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
urad,flowering,black_cotton,48.1,76.8,108.8,medium,medium,high,43.2,24.5,3.1,MOP,4.0,12.4,Apply at flower bud initiation; avoid leaf contact,Pod development
sesame,vegetative,sandy,208.8,119.5,162.9,high,high,high,23.7,18.5,0.9,Urea,7.2,6.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
tur_arhar,germination,laterite,103.5,37.5,81.7,high,low,medium,43.6,25.8,9.6,Rhizobium Biofert,5.0,48.0,Apply at sowing time or within first 7 DAS,Seed treatment
banana,grain_fill,sandy,26.7,103.3,130.3,low,high,high,30.7,18.1,3.1,MOP,20.0,62.0,Foliar spray or side dress during grain/fruit development,Bunch filling
turmeric,vegetative,sandy,143.6,107.0,110.5,high,high,high,66.4,19.4,9.3,Urea + MOP,9.0,83.7,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
linseed,pre_sowing,laterite,131.8,97.6,32.1,high,high,low,68.7,36.2,6.1,DAP + MOP,15.0,91.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
bajra,flowering,laterite,18.1,50.9,92.9,low,medium,medium,60.5,27.2,9.7,Urea,13.0,126.1,Apply at flower bud initiation; avoid leaf contact,Booster dose
rabi_maize,flowering,black_cotton,73.6,113.1,26.9,medium,high,low,69.7,36.0,0.5,Urea,18.0,9.0,Apply at flower bud initiation; avoid leaf contact,Booster
tur_arhar,flowering,sandy,90.8,102.3,37.8,high,high,low,46.7,27.9,8.5,MOP,12.5,106.2,Apply at flower bud initiation; avoid leaf contact,Pod setting
sunflower_rabi,vegetative,alluvial,150.3,67.4,190.8,high,medium,high,37.7,25.7,7.8,Urea,10.8,84.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
maize_kharif,pre_sowing,black_cotton,244.8,44.8,93.8,high,low,medium,20.9,26.7,1.6,DAP + MOP,42.0,67.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N basal
cucumber,pre_sowing,alluvial,137.8,104.2,119.7,high,high,high,27.0,24.3,1.2,DAP + MOP,7.5,9.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,pre_sowing,red,268.6,94.8,61.8,high,high,medium,68.3,34.0,7.2,DAP + MOP,15.0,108.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
chilli,flowering,laterite,161.2,93.2,125.6,high,high,high,73.8,27.7,2.4,19:19:19 NPK,4.5,10.8,Apply at flower bud initiation; avoid leaf contact,Fruit set
sunflower_rabi,flowering,sandy,69.3,100.3,197.8,medium,high,high,51.0,37.9,9.8,Boron Spray,5.0,49.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
rice,germination,laterite,208.5,25.4,81.3,high,low,medium,76.4,35.3,2.6,Urea,10.8,28.1,Apply at sowing time or within first 7 DAS,7-10 DAS
mustard,flowering,red,39.8,37.3,198.3,low,low,high,61.2,19.9,0.7,Urea,13.0,9.1,Apply at flower bud initiation; avoid leaf contact,Booster
orange,flowering,black_cotton,137.1,116.3,182.1,high,high,high,22.7,16.5,2.3,Urea,12.0,27.6,Apply at flower bud initiation; avoid leaf contact,Flush growth
cucumber,vegetative,black_cotton,86.0,44.7,155.5,medium,low,high,30.2,15.5,4.8,Urea,15.0,72.0,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
tomato,flowering,red,54.7,44.0,98.5,medium,low,medium,59.5,30.0,3.8,19:19:19 NPK,15.0,57.0,Apply at flower bud initiation; avoid leaf contact,Balanced NPK at fruit set
rice,grain_fill,black_cotton,247.1,83.0,143.6,high,high,high,62.7,23.1,6.7,MOP,6.0,40.2,Foliar spray or side dress during grain/fruit development,Grain filling stage
moong_kharif,pre_sowing,red,69.1,116.6,66.1,medium,high,medium,75.3,18.7,5.2,SSP + MOP,10.8,56.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
cucumber,pre_sowing,sandy,235.2,27.3,168.8,high,low,high,56.4,12.6,6.4,DAP + MOP,15.0,96.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
linseed,vegetative,laterite,128.2,82.1,42.1,high,high,low,26.3,24.3,2.7,Urea,7.2,19.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
moong_kharif,pre_sowing,sandy,265.1,78.4,125.7,high,medium,high,21.3,37.3,3.7,SSP + MOP,9.0,33.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
urad,pre_sowing,black_cotton,50.7,107.3,86.6,medium,high,medium,57.1,15.5,6.6,SSP + MOP,10.8,71.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
wheat,pre_sowing,black_cotton,257.3,35.4,161.1,high,low,high,42.1,24.1,4.9,DAP + MOP,21.0,102.9,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
bajra,flowering,alluvial,180.7,37.4,74.5,high,low,medium,40.3,23.5,1.0,Urea,6.0,6.0,Apply at flower bud initiation; avoid leaf contact,Booster dose
pomegranate,grain_fill,alluvial,175.5,75.0,98.0,high,medium,medium,23.1,29.6,2.5,MOP + Calcium,25.0,62.5,Foliar spray or side dress during grain/fruit development,Fruit development
linseed,vegetative,laterite,267.3,59.2,161.1,high,medium,high,25.0,23.7,8.7,Urea,7.2,62.6,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
cucumber,pre_sowing,sandy,19.3,39.5,199.8,low,low,high,40.8,14.0,9.8,DAP + MOP,15.0,147.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
soybean,germination,alluvial,192.9,101.8,90.0,high,high,medium,24.9,31.5,6.8,Rhizobium Biofert,5.0,34.0,Apply at sowing time or within first 7 DAS,Seed treatment reduces N requirement
watermelon,grain_fill,black_cotton,221.8,112.5,137.0,high,high,high,23.8,12.6,8.0,MOP,7.5,60.0,Foliar spray or side dress during grain/fruit development,Fruit sweetness
cucumber,flowering,black_cotton,201.3,48.5,100.9,high,medium,high,50.6,13.5,8.9,MOP,6.0,53.4,Apply at flower bud initiation; avoid leaf contact,Fruit quality
cucumber,flowering,laterite,225.4,43.8,55.0,high,low,medium,35.0,31.2,5.2,MOP,12.0,62.4,Apply at flower bud initiation; avoid leaf contact,Fruit quality
tur_arhar,pre_sowing,sandy,138.1,49.5,47.5,high,medium,low,74.4,12.6,5.8,SSP + MOP,27.5,159.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P+K basal
sunflower_rabi,pre_sowing,laterite,227.9,34.5,72.6,high,low,medium,21.8,15.4,9.7,DAP + MOP,36.0,349.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
watermelon,vegetative,sandy,132.6,107.7,79.4,high,high,medium,37.5,17.0,2.9,Urea,9.0,26.1,Top dress at 20-30 DAS; broadcast and irrigate,Vine growth
grapes,pre_sowing,alluvial,70.3,72.2,89.2,medium,medium,medium,32.4,32.5,5.5,DAP + MOP,30.0,165.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pruning time dose
groundnut,germination,alluvial,20.4,53.3,50.6,low,medium,medium,48.4,21.0,1.2,Rhizobium Biofert,5.0,6.0,Apply at sowing time or within first 7 DAS,Seed inoculation
bajra,vegetative,laterite,44.0,97.0,86.9,medium,high,medium,79.8,14.3,6.5,Urea,18.0,117.0,Top dress at 20-30 DAS; broadcast and irrigate,N top dress 3 weeks after sowing
jowar_rabi,flowering,laterite,11.6,68.6,100.7,low,medium,high,44.4,26.6,0.8,Urea,15.6,12.5,Apply at flower bud initiation; avoid leaf contact,Light booster
urad,germination,alluvial,192.7,53.4,74.3,high,medium,medium,58.7,28.9,2.3,Rhizobium Biofert,5.0,11.5,Apply at sowing time or within first 7 DAS,Seed inoculation
grapes,flowering,red,185.0,43.7,38.2,high,low,low,75.5,21.7,4.7,13:00:45 NPK,11.2,52.6,Apply at flower bud initiation; avoid leaf contact,Berry set
onion,pre_sowing,black_cotton,99.2,104.6,95.4,high,high,medium,51.0,28.6,10.0,DAP + MOP,21.0,210.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
urad,germination,black_cotton,245.6,78.0,56.8,high,medium,medium,79.6,14.8,2.6,Rhizobium Biofert,5.0,13.0,Apply at sowing time or within first 7 DAS,Seed inoculation
grapes,pre_sowing,laterite,202.6,75.4,23.8,high,medium,low,36.8,28.0,6.3,DAP + MOP,37.5,236.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pruning time dose
banana,grain_fill,alluvial,160.1,114.9,48.0,high,high,low,40.4,20.1,9.3,MOP,50.0,465.0,Foliar spray or side dress during grain/fruit development,Bunch filling
chilli,vegetative,laterite,125.8,110.4,173.5,high,high,high,64.7,15.9,6.8,Urea,10.8,73.4,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
sesame,vegetative,sandy,137.7,72.6,48.8,high,medium,low,56.3,29.0,7.9,Urea,7.2,56.9,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
cotton,flowering,sandy,148.8,77.0,158.3,high,medium,high,21.1,22.9,1.4,Urea,15.0,21.0,Apply at flower bud initiation; avoid leaf contact,Boll development
linseed,vegetative,black_cotton,36.2,66.6,106.3,low,medium,high,60.6,22.1,7.5,Urea,15.6,117.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
chickpea,germination,sandy,13.7,90.3,140.7,low,high,high,65.1,25.3,0.9,Rhizobium Biofert,5.0,4.5,Apply at sowing time or within first 7 DAS,Seed inoculation
watermelon,pre_sowing,laterite,73.1,46.5,57.5,medium,medium,medium,26.5,23.6,4.9,DAP + MOP,30.0,147.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
orange,grain_fill,sandy,146.3,80.8,124.3,high,high,high,38.3,28.9,7.5,MOP + Micronutrient,10.0,75.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
groundnut,pre_sowing,black_cotton,30.5,65.6,36.4,low,medium,low,72.6,34.1,5.6,SSP + Gypsum,30.0,168.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Ca from gypsum for pod fill
sunflower_kharif,flowering,laterite,71.8,119.6,158.8,medium,high,high,25.7,30.1,9.5,Boron Spray,5.0,47.5,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
sesame,pre_sowing,alluvial,114.4,27.5,78.8,high,low,medium,67.2,25.2,9.8,DAP,21.6,211.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
rabi_maize,pre_sowing,red,187.9,109.1,116.4,high,high,high,56.6,15.1,2.7,DAP + MOP,10.5,28.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
pomegranate,grain_fill,sandy,151.2,23.2,76.0,high,low,medium,61.1,23.6,3.2,MOP + Calcium,25.0,80.0,Foliar spray or side dress during grain/fruit development,Fruit development
maize_kharif,pre_sowing,laterite,21.1,20.3,131.5,low,low,high,41.7,13.4,2.7,DAP + MOP,21.0,56.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N basal
watermelon,pre_sowing,alluvial,59.9,54.6,89.4,medium,medium,medium,52.4,18.2,0.8,DAP + MOP,30.0,24.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
watermelon,pre_sowing,alluvial,64.4,72.5,144.5,medium,medium,high,37.3,17.8,9.5,DAP + MOP,15.0,142.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
linseed,pre_sowing,laterite,243.8,40.5,180.1,high,low,high,57.5,30.6,1.3,DAP + MOP,12.0,15.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,vegetative,alluvial,45.1,34.9,35.8,medium,low,low,79.0,36.5,1.9,Urea,20.0,38.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
chickpea,germination,black_cotton,169.5,93.9,82.6,high,high,medium,72.3,34.8,6.6,Rhizobium Biofert,5.0,33.0,Apply at sowing time or within first 7 DAS,Seed inoculation
moong_rabi,flowering,red,261.1,94.6,197.9,high,high,high,47.0,18.5,0.5,MOP,4.0,2.0,Apply at flower bud initiation; avoid leaf contact,Pod fill
safflower,vegetative,sandy,193.7,95.7,164.7,high,high,high,39.5,25.8,7.7,Urea,9.0,69.3,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
sesame,pre_sowing,red,220.6,30.5,179.7,high,low,high,40.3,36.6,1.6,DAP,21.6,34.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
turmeric,vegetative,laterite,175.6,28.5,152.5,high,low,high,51.5,28.9,4.4,Urea + MOP,9.0,39.6,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
mustard,pre_sowing,black_cotton,210.7,64.2,178.1,high,medium,high,69.4,17.9,7.7,DAP + MOP,12.5,96.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal; sulfur from SSP
sugarcane,vegetative,laterite,233.9,38.1,189.6,high,low,high,48.0,14.5,9.7,Urea + MOP,15.0,145.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
groundnut,flowering,laterite,151.6,37.5,190.2,high,low,high,46.8,20.3,4.4,Gypsum,25.0,110.0,Apply at flower bud initiation; avoid leaf contact,Peg development
cucumber,flowering,sandy,91.7,36.3,32.0,high,low,low,37.4,20.1,9.9,MOP,15.0,148.5,Apply at flower bud initiation; avoid leaf contact,Fruit quality
rice,germination,laterite,262.7,94.9,37.7,high,high,low,73.2,36.0,8.7,Urea,10.8,94.0,Apply at sowing time or within first 7 DAS,7-10 DAS
sunflower_rabi,pre_sowing,alluvial,237.9,114.1,128.1,high,high,high,65.1,24.2,3.0,DAP + MOP,9.0,27.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,pre_sowing,black_cotton,195.7,95.5,26.1,high,high,low,54.0,20.8,3.9,DAP,15.0,58.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
banana,flowering,sandy,133.3,115.7,26.4,high,high,low,45.6,26.0,8.7,Urea + MOP,33.8,294.1,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
